Ordens ;Protocolo;Resposta ;custas;motivo do atraso
#154653/1228;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1229;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1230;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1231;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1232;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1233;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1234;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1235;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1236;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1237;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1238;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1239;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1240;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1241;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1242;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1243;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1244;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1245;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1246;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1247;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1248;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1249;;9 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1250;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1251;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1252;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1253;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1254;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1255;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1256;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1257;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1258;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1259;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1260;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1261;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1262;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1263;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1264;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1265;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1266;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1267;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1268;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1269;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1270;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1271;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1272;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1273;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1274;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1275;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1276;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1277;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1278;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1279;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1280;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1281;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1282;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1283;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1284;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1285;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1286;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1287;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1288;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1289;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1290;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1291;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1292;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1293;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1294;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1295;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1296;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1297;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1298;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1299;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1300;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1301;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1302;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1303;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1304;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1305;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1306;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1307;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1308;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1309;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1310;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1311;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1312;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1313;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1314;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1315;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1316;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1317;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1318;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1319;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1320;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1321;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1322;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1323;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1324;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1325;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1326;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1327;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1328;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1329;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1330;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1331;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1332;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1333;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1334;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1335;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1336;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1337;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1338;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1339;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1340;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1341;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1342;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1343;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1344;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1345;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1346;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1347;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1348;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1349;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1350;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1351;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1352;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1353;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1354;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1355;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1356;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1357;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1358;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1359;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1360;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1361;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1362;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1363;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1364;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1365;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1366;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1367;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1368;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1369;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1370;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1371;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1372;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1373;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1374;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1375;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1376;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1377;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1378;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1379;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1380;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1381;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1382;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1383;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1384;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1385;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1386;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1387;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1388;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1389;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1390;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1391;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1392;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1393;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1394;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1395;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1396;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1397;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1398;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1399;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1400;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1401;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1402;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1403;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1404;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1405;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1406;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1407;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1408;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1409;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1410;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1411;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1412;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1413;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1414;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1415;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1416;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1417;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1418;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1419;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1420;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1421;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1422;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1423;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1424;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1425;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1426;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1427;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1428;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1429;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1430;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1431;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1432;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1433;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1434;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1435;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1436;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1437;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1438;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1439;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1440;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1441;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1442;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1443;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1444;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1445;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1446;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1447;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1448;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1449;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1450;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1451;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1452;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1453;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1454;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1455;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1456;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1457;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1458;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1459;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1460;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1461;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1462;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1463;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1464;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1465;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1466;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1467;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1468;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1469;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1470;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1471;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1472;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1473;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1474;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1475;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1476;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1477;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1478;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1479;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1480;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1481;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1482;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1483;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1484;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1485;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1486;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1487;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1487;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1487;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1487;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1487;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1488;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1489;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1490;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1491;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1492;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1493;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1494;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1495;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1496;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1497;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1498;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1499;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1500;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1501;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1502;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1503;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1504;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1505;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1506;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1507;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1508;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1509;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1510;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1511;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1512;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1513;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1514;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1515;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1516;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1517;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1518;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1519;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1520;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1521;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1522;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1523;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1524;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1525;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1526;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1527;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1528;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1529;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1530;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1531;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1532;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1533;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1534;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1535;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1536;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1537;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1538;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1539;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1540;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1541;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1542;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1543;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1544;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1545;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1546;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1547;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1548;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1549;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1550;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1551;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1552;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1553;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1554;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1555;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1556;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1557;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1558;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1559;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1560;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1561;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1562;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1563;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1564;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154768/4;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154824/2;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154824/4;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154824/6;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154824/8;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154837/2;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154838/2;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154851/2;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154851/4;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154851/6;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154851/8;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154851/10;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154851/12;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154868/2;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154868/4;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154871/2;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154871/4;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154875/2;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154875/4;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154875/6;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/1;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/2;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/3;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/4;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/5;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154954/6;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/7;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/8;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/9;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/10;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154954/11;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154954/12;;27 Positiva ;;Detran não emitiu a certidão na data prometida 
#154954/13;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/14;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154954/15;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154954/16;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/17;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154954/18;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154954/19;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154954/20;;Negativa ;;Detran não emitiu a certidão na data prometida 
#155028/2;;Negativa ;;Detran não emitiu a certidão na data prometida 
#155156/2;;Negativa ;;Detran não emitiu a certidão na data prometida 
